system:index,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,NBR,NDMI,NDVI,NDWI,distance_to_landslide_m,exclusion_distance_m,hls_date,hls_days_before_reference,hls_image_count,hls_valid,hls_valid_image_count,landslide_target,longitude_latitude,random,record_id,reference_date,sample_type,sampling_seed,.geo
0000000000000000003e,0.1509992294433742,0.0725156189800263,0.0012873821352529,0.0293629321707391,0.0287202068336206,0.0691170181486363,0.1815224373922741,0.2124378586636925,0.2327489151373821,0.2371987224982258,0.5248998106531696,0.2130295269135937,0.7803166460565412,-0.7759511256565063,6821.033849732568,1000,2021-02-12,4.820034722222222,22,1,22,0,"{""type"":""Point"",""coordinates"":[94.07896125480131,25.56381676165571]}",0.0205100317659765,BG-0063,2021-02-17,background,2026,"{""type"":""Point"",""coordinates"":[94.07896003798015,25.563814806841286]}"
000000000000000000ac,0.396939651416122,0.3669596544560976,0.254314267619192,0.2907496732026142,0.3043750316664133,0.331408187667832,0.3880600648528144,0.41765649288139,0.3856455489689415,0.4406634696255763,0.024828282382059,-0.0144317863941502,0.1177798453890987,-0.1402964903590915,5381.338151438748,1000,2021-02-15,1.8133217592592592,14,1,12,0,"{""type"":""Point"",""coordinates"":[92.6078280125516,27.2313065187939]}",0.0527565663907064,BG-0173,2021-02-17,background,2026,"{""type"":""Point"",""coordinates"":[92.60782790549978,27.231307571774078]}"
000000000000000000b6,0.2514952820148989,0.1640062433487052,0.0460045000760148,0.07575640297978,0.0766856484062231,0.1108974763087214,0.1929757614148887,0.224997643541276,0.2274754624233518,0.2543359499315866,0.1621256322807636,-0.0501488240575489,0.4957563891250319,-0.5003400920344196,20224.23134290213,1000,2021-04-23,4.822349537037037,14,1,12,0,"{""type"":""Point"",""coordinates"":[94.10691090020431,24.801524518367028]}",0.0569099450608706,BG-0183,2021-04-28,background,2026,"{""type"":""Point"",""coordinates"":[94.10691163239908,24.801523804607708]}"
00000000000000000044,0.4341702041436605,0.379581915809736,0.5439787802036369,0.5568459196595917,0.546522268375462,0.5644027252925383,0.5895063471961903,0.6066806088850615,0.5850534319436704,0.6147990527328908,0.2130043405650317,0.1480374104933744,0.0340508934199821,-0.0247022754189977,4628.181694028003,1000,2021-05-09,0.807650462962963,12,1,11,0,"{""type"":""Point"",""coordinates"":[88.48727974748753,27.455866847845435]}",0.0219155001138454,BG-0069,2021-05-10,background,2026,"{""type"":""Point"",""coordinates"":[88.48727940388746,27.45586860238019]}"
00000000000000000096,0.2091882257492012,0.1054104964251305,0.0211727143653972,0.0563841032402008,0.0449558034582424,0.0995352923279752,0.2269989604989604,0.2754788195324779,0.2736790020790021,0.3080921859946249,0.4438754075695852,0.1335579898844276,0.7178223930531175,-0.658343496552443,7360.503137440927,1000,2021-05-28,2.822326388888889,12,1,11,0,"{""type"":""Point"",""coordinates"":[92.8207144150452,22.167506771490228]}",0.0470914185627255,BG-0151,2021-05-31,background,2026,"{""type"":""Point"",""coordinates"":[92.82071511864423,22.16750814756493]}"
00000000000000000062,0.2882565122643421,0.1544347455909183,0.0535948510034462,0.0973283650922359,0.0821285475369957,0.1271588992499493,0.256924102979931,0.3135571153456315,0.2899085546320696,0.3449442225826068,0.3048854544969294,0.0028573887671831,0.5584927037751521,-0.4973187723860154,9520.938493078402,1000,2021-06-02,4.822349537037037,9,1,9,0,"{""type"":""Point"",""coordinates"":[93.83538285975682,25.87511998349992]}",0.0284676405942301,BG-0099,2021-06-07,background,2026,"{""type"":""Point"",""coordinates"":[93.83538138076833,25.875121644981668]}"
0000000000000000003c,0.2826698514876579,0.2087453545542095,0.3095820974200416,0.3091930254954634,0.2867355010390795,0.2835496629327386,0.3211948198084038,0.3570674185209589,0.339582599219423,0.3608911399462721,0.2386112977913712,0.0914624726139588,0.0843774084742748,-0.0468414233924319,22180.02958917316,1000,2021-06-02,5.822349537037037,12,1,10,0,"{""type"":""Point"",""coordinates"":[92.93214289126978,24.684120846730853]}",0.019262349804168,BG-0061,2021-06-08,background,2026,"{""type"":""Point"",""coordinates"":[92.93214470628305,24.684120437741186]}"
00000000000000000121,0.399690846821249,0.3086137906540159,0.3257630676340758,0.3375759297782738,0.3308417626465066,0.3454045562940787,0.4125724745040336,0.4435657516870464,0.4279255467045509,0.4642539043076767,0.1619896589344703,0.0341156846386486,0.1279493500333798,-0.1180267049795876,22553.788464739795,1000,2021-06-07,0.8223263888888889,24,1,21,0,"{""type"":""Point"",""coordinates"":[93.00366241306598,22.911877887645108]}",0.0957146114508736,BG-0290,2021-06-08,background,2026,"{""type"":""Point"",""coordinates"":[93.00366187852136,22.911878802181985]}"
00000000000000000027,0.5455208572153182,0.412597915292924,0.6097837433426322,0.6189646309916307,0.6012717575450167,0.6031852193761094,0.6518950494547298,0.6775329698199338,0.6475793152422014,0.688233492264773,0.2216435075017318,0.0855405609544633,0.0370801280522858,-0.0225927290842601,8230.886779105402,1000,2021-06-07,1.822326388888889,13,1,10,0,"{""type"":""Point"",""coordinates"":[92.81573359916851,22.730726907348867]}",0.0144391423820834,BG-0040,2021-06-09,background,2026,"{""type"":""Point"",""coordinates"":[92.81573203089945,22.730724991862548]}"
00000000000000000059,0.3941807895003547,0.2835205330900984,0.3547511249619945,0.3712415425154557,0.3613037600081079,0.3571591162460726,0.426649685821425,0.4762828924698488,0.4295352842809364,0.4877021992500254,0.2047732416365099,0.0429207294915175,0.086277384463444,-0.0727964893773114,16384.42955017417,1000,2021-06-02,6.822349537037037,8,1,8,0,"{""type"":""Point"",""coordinates"":[94.30036008120595,27.38846307632155]}",0.025648572312899,BG-0090,2021-06-09,background,2026,"{""type"":""Point"",""coordinates"":[94.30036056850822,27.388462133662344]}"
