record_id,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,NDVI,NDMI,NDWI,NBR,hls_image_count,hls_valid_image_count,landslide_target
LS-0180,0.0222962341404236,0.0531947328514381,0.03624651973917,0.0863009755850982,0.2662135773138555,0.3332243845726129,0.3279477885052824,0.3673312945458224,0.2012061669109842,0.0935832381337512,0.8005746798837697,0.2395543896048522,-0.720441862897934,0.5561763494530866,370,14,1
LS-0181,0.0221845531742822,0.0531252122927618,0.035774100283057,0.0862221188839465,0.2672417205822888,0.3342120653052972,0.328880059644157,0.3684111251516379,0.2008006975333603,0.0929064698746462,0.803449923229214,0.2418707202387066,-0.7214894954013579,0.5596575460204903,370,14,1
LS-0182,0.0214894356225346,0.0524062354607059,0.0334390361080206,0.0849131789218165,0.2668660564377464,0.3290660614948924,0.3243630676646102,0.3627078992616568,0.1978624001213715,0.0896540052594315,0.8124307652827483,0.241702078488966,-0.7213316054217581,0.5665192226060931,370,14,1
LS-0183,0.0215794447815533,0.0525804055420712,0.0335965109223301,0.0852215716019417,0.2674420408576049,0.3296677538430421,0.3248668992718447,0.3633504500404531,0.1985456765776699,0.0901259759304207,0.8118774829018386,0.2408123527444258,-0.7208928808821121,0.5652797533172961,370,14,1
LS-0184,0.0210378001314259,0.0522757923469645,0.0325691148966284,0.0845446342819593,0.2675052317646463,0.3325083758782792,0.3273629934792498,0.3658280493352879,0.1956539402517312,0.0873588080675327,0.818601818973635,0.2514457477035771,-0.724391133333752,0.5783283407238281,370,14,1
LS-0185,0.0189477711513191,0.0491353128474679,0.0343939401597088,0.0809069190336601,0.2405959213585365,0.2976193823915902,0.2935435509956534,0.3269933943192156,0.1894271757808551,0.092252183361973,0.7885868371374984,0.2148190579789212,-0.7115888813994364,0.5215234205707636,370,14,1
LS-0186,0.0192922987459546,0.0504107504045307,0.0350881725323624,0.082195878843042,0.2365092485841424,0.2902547987459546,0.2853188713592232,0.317794483211974,0.1884869134304206,0.0914037368527507,0.7757168898432699,0.201349441080263,-0.6956466867166557,0.510957201703692,370,14,1
LS-0187,0.0189021388481569,0.0498512817919805,0.0335905900793851,0.0812896091419325,0.2384311725742024,0.2936302169186429,0.2891767153764473,0.3217656216817514,0.1873245588309652,0.08907641199373,0.7874415389409438,0.2111940904821286,-0.7025150072410017,0.5256778048132112,370,14,1
LS-0188,0.0189021388481569,0.0498512817919805,0.0335905900793851,0.0812896091419325,0.2384311725742024,0.2936302169186429,0.2891767153764473,0.3217656216817514,0.1873245588309652,0.08907641199373,0.7874415389409438,0.2111940904821286,-0.7025150072410017,0.5256778048132112,370,14,1
LS-0189,0.020382587366611,0.0527936681333131,0.0362103777878925,0.0864464724624487,0.2513723208415517,0.3081736509381482,0.3037658473676226,0.3381464674050473,0.2046819349618167,0.0997933242300106,0.7824329975885581,0.1915500436587557,-0.7007527775104967,0.5015730485328634,370,14,1
LS-0190,0.0201959083552498,0.0523042383168116,0.0359677473194416,0.0873225116326117,0.2583805988266236,0.3154477796884483,0.3118193607121181,0.3460702559174589,0.2064121181468743,0.1001814383977341,0.7899906767790094,0.2018144891988336,-0.7105339385667002,0.5119796503362583,370,14,1
LS-0191,0.0200054215344156,0.0511906033479997,0.0367747129924644,0.0855869620189147,0.2500764577959845,0.3065844130885551,0.3031836595357305,0.3367671622920145,0.2032903100187124,0.1000341273453699,0.7798784983300754,0.1947866685853231,-0.7082167121328303,0.5012153507832878,370,14,1
LS-0192,0.0208785158224648,0.0530046304721463,0.0384281771307249,0.0885871549893842,0.2540360630876553,0.3095628601759174,0.3061011323425336,0.3400854564755837,0.2083506976038822,0.1037062834900414,0.7723210574550078,0.1865271528594922,-0.7016014896532166,0.4896543579326774,370,14,1
LS-0193,0.0224245816712428,0.0516396829508366,0.0393122830648085,0.075586204216961,0.211687737657359,0.2727338392995907,0.265365326633166,0.2953775630730975,0.1647179764803398,0.0840768481583173,0.7385236936681943,0.2311500299517188,-0.6705789369986203,0.5152882664189058,378,22,1
LS-0195,0.0270321823972498,0.0613284060462059,0.0506429250290683,0.0939460795713058,0.2416901370001516,0.2905523381022191,0.2843951013598909,0.3235668671957939,0.2380600323542793,0.1266372377533997,0.6995204432508436,0.0884794550260637,-0.6444778513839184,0.3849921153345577,370,14,1
LS-0196,0.0269663614287159,0.0609617221491449,0.0500757411717089,0.0932196903774156,0.2409692401092783,0.289828048163513,0.2838824951937669,0.3229037792168368,0.2367963320853991,0.1254513811595669,0.7016630618100465,0.090166665145215,-0.6456045126824895,0.3880898314517699,370,14,1
LS-0197,0.0198161573986208,0.0530449421142531,0.0391453849560321,0.078375681660024,0.2269793509204782,0.2907133928006579,0.2800696400328967,0.3148276712848737,0.1728182703865375,0.0838601695451382,0.7479797273793592,0.2316751025896604,-0.6750560548918898,0.5329930934387733,378,22,1
LS-0198,0.0194752160974918,0.0530983704123565,0.0383669973076378,0.0792960606490009,0.2312251098200368,0.2966107127674648,0.2871212129800198,0.3223966274620943,0.175139436020972,0.0847544849086013,0.7595258519921501,0.2388425539004785,-0.6833563443062335,0.5399547443312236,378,22,1
LS-0199,0.0257811826597197,0.0578365622945014,0.0452894683595528,0.0879229551317719,0.2484339572057262,0.3038478881076433,0.2936052455865244,0.3324463452880772,0.2007558601851383,0.1022518589711164,0.7321440627852748,0.1863117477241823,-0.6674670021671083,0.4830513494904365,376,20,1
LS-0200,0.0248336132328392,0.0554816075674035,0.0407803581364763,0.0875158531033435,0.2524720977287673,0.3105330112802872,0.3034090444635541,0.3442976023066417,0.2136582427032222,0.1031170114826242,0.7611589553701683,0.1727341615795765,-0.6885705623836696,0.4919764420899971,370,14,1
LS-0201,0.0246889624835676,0.0574809940337749,0.0415171857619577,0.0915619779553038,0.2575860046516331,0.3124707756092627,0.3043672110425724,0.3467074527252503,0.2210039235514205,0.1052713570634037,0.7569258894852311,0.156577020893254,-0.6794562746843164,0.4835817787162644,370,14,1
LS-0202,0.0253779794711027,0.0584161045659099,0.0442697527430854,0.0928431612479142,0.2507697830813573,0.3024042979218284,0.2936497244273652,0.3350112302169186,0.22346790210851,0.1090150022753704,0.7364276715543552,0.1344156674297102,-0.6661670384953455,0.4572653353127622,370,14,1
LS-0203,0.0231549595551061,0.058877482305359,0.0367260414560161,0.0888043124368048,0.2736540394337715,0.3287195449949443,0.3196161324570273,0.3608469565217391,0.2183593731041455,0.1030469868554095,0.7911024401114378,0.1863389169215375,-0.6865261468002297,0.5098878956296481,370,14,1
LS-0204,0.0253998279787503,0.0631098507462686,0.0373284796357197,0.0941077864912724,0.2848584265115102,0.3381853933721224,0.3290027068049582,0.3705652112319756,0.219984037439919,0.1025514141158613,0.7949661500862326,0.1973919968425705,-0.6771607665976027,0.5236433118347866,370,14,1
LS-0205,0.0249342573856738,0.0632754350465398,0.0365227994738972,0.0945180443140429,0.2844805594900849,0.3363405149736949,0.3272016238365033,0.3681873381222177,0.2172370042492918,0.1005066116956697,0.7980667468300612,0.2010519167319713,-0.6750627342233037,0.529027873206358,370,14,1
LS-0206,0.0243438147717506,0.0609904352661645,0.0360054850614225,0.0901501491330063,0.2761525049289722,0.3293966786310096,0.3199440776502703,0.360483135331884,0.2090865173651483,0.0973415550275516,0.797290431146094,0.2088553270912964,-0.679096456941722,0.5327278038595561,370,14,1
LS-0207,0.0250362340092026,0.0590669970167366,0.0499743894422814,0.0922739191990695,0.2159606462051879,0.2533906456995499,0.2478513980886889,0.2826051979572231,0.23039049906457,0.1319003185518532,0.6647355181972034,0.0364799569227217,-0.6142679997851338,0.307072712447805,370,14,1
LS-0208,0.0252074371808483,0.0593422417715758,0.0507592497092876,0.0929800697709692,0.215231300874665,0.2520865261135547,0.246448268365438,0.2811013296931089,0.233281626978108,0.135488118711765,0.6571162756566727,0.0268515186925057,-0.6097319391930415,0.2924937029341134,370,14,1
LS-0209,0.0198363663936912,0.0534926852694368,0.0405183196845617,0.0875047821251643,0.2469009301385098,0.2988978161965423,0.2929833586088363,0.3335253412192903,0.2237737640279042,0.1109226771812759,0.7564453987531782,0.133142046898271,-0.6897243291127351,0.4501282135992994,370,14,1
LS-0210,0.0271657381193124,0.06258,0.0527851567239636,0.0957624115267947,0.2412350910010111,0.289883842264914,0.2826555257836198,0.3216205005055611,0.2353486450960565,0.1280223205257836,0.6867072870500768,0.090111539214592,-0.635322748352652,0.3787241131418959,370,14,1
LS-0211,0.0264606304391823,0.0615270744788504,0.0508209168184578,0.0945754553734061,0.2439093250354179,0.2940393189637724,0.2871717314308843,0.3264169145921878,0.2335435438170411,0.1246132159481887,0.6999653458490253,0.1018294793498596,-0.6446427140561318,0.3965963319899768,370,14,1
LS-0212,0.0259928726684527,0.0609263407976545,0.0498249507152605,0.0939608704443208,0.2446617954809684,0.2952406005155941,0.2885546327655057,0.3279259364100489,0.2329514482131122,0.1232335641712581,0.7060297890890707,0.1054984600323198,-0.6489806699755217,0.4029876173429138,370,14,1
LS-0213,0.0244045914239482,0.0584098300970873,0.0474960760517799,0.0913795459142395,0.2373943466828479,0.2864740847491909,0.2798040250809063,0.3194663329288026,0.2293249544902914,0.1190082220873786,0.7122416846717385,0.0987783761163858,-0.654414755448626,0.4040818465053106,370,14,1
LS-0214,0.0244738712776176,0.0584757217250619,0.047712533495121,0.0914358309317963,0.236838702664442,0.2858052125992212,0.2790881743263056,0.3187147833560846,0.229483715051317,0.1192702462207391,0.7105945498564556,0.0971998984714869,-0.6534347237446884,0.4021507177934728,370,14,1
LS-0239,0.0100987076174547,0.0377711266534894,0.0267472606558207,0.0570971010085652,0.1762506563276063,0.2131380923419998,0.2037094977446657,0.227241467741118,0.1185151538188636,0.0611352541685672,0.7430352432158982,0.2609993780468454,-0.6496062593998964,0.5335068011732392,364,5,1
LS-0240,0.0384020870269996,0.0679133529203181,0.0554486652145281,0.0962871131148371,0.2373613444101109,0.2813613241477129,0.268995866470797,0.2998322628033029,0.1972225368522365,0.125683187275214,0.6592064810840234,0.1585700695659843,-0.5927125370255028,0.4027746820693485,364,5,1
LS-0241,0.0445886438529784,0.0757891204055766,0.0640831888466413,0.0989290443599492,0.2307053485424585,0.2731456223067172,0.257696187579214,0.2923107275031686,0.1868483903675538,0.1085769378960709,0.6036173378212821,0.1539654534379606,-0.5438181106134203,0.4017312047570576,364,5,1
LS-0242,0.0378867558392866,0.066159365658408,0.0531043420985965,0.0842168262653898,0.2023560267517859,0.2395033946395094,0.2248841161270708,0.2547906267416526,0.1552899123473678,0.0863323402746111,0.6194148554281041,0.1861092448019201,-0.535661652372786,0.4491505891886519,364,5,1
LS-0243,0.0287135248809161,0.0579403263403263,0.0413006840985101,0.0854312404986318,0.246275995743387,0.2970039475017736,0.2844329988851727,0.317462364447147,0.1818710803689065,0.0911763656633221,0.7407877423166503,0.2144247957307924,-0.6551079343840224,0.5084642362410349,364,5,1
LS-0244,0.029432334904465,0.0579731995337286,0.042353068775024,0.0853478485631746,0.2407040443971415,0.2897270183974455,0.2782031878769447,0.3100242815873497,0.1800426131468247,0.0918976737114185,0.72956196032802,0.2084364474631123,-0.6479296841071672,0.4977294603337652,364,5,1
LS-0245,0.0314041210462286,0.0609476834955393,0.0414611263179237,0.0882553984184914,0.2486022556772101,0.2975691757907542,0.2864741180048662,0.3212666818734792,0.1915712641930251,0.0962088452960259,0.7388528208674366,0.1900898081227879,-0.6417056613884372,0.4874572268022906,364,5,1
LS-0246,0.0330199776898894,0.0607913497616874,0.0480906652469323,0.0853724571544467,0.221452925666768,0.2640316651455227,0.2525808437278165,0.2822351080012168,0.1738937988033667,0.0952873288713112,0.6773089015468121,0.1808759434325589,-0.6066279963311529,0.451549026514703,364,5,1
LS-0249,0.5097823732251524,0.5156678600405683,0.4976837373225153,0.4949695182555783,0.5307452738336719,0.5432690669371197,0.5360863235294122,0.5445304310344832,0.4004307302231239,0.2983915872210955,0.0369973634357984,0.1511791656298393,-0.0186525871415186,0.2973270815426971,362,5,1
LS-0254,0.5009070531009322,0.516904159910823,0.5086009323064451,0.5090811511957841,0.5542081830158087,0.5713044892582082,0.5641803607620591,0.5782757448317795,0.4780958755573569,0.3767738194162952,0.0639755190962816,0.0846788990013049,-0.0529497050904938,0.2059821997532355,364,5,1
LS-0255,0.4853538523925383,0.4969238645579886,0.4854445762368209,0.4849809965531223,0.5271832420924575,0.5439271289537713,0.5235663371857256,0.5492181924168693,0.4197636405109489,0.3287972272911597,0.0423335956236173,0.1132424840080944,-0.0286709964499639,0.2350916599574458,364,5,1
LS-0256,0.280801484521457,0.2944364138420223,0.2838251051324921,0.2881976997517352,0.3434420073972741,0.3619322541419668,0.3690506713279625,0.366663956021685,0.3417848153214772,0.2546461721639558,0.1842456309128539,0.0670755554951841,-0.1541120372303737,0.2328636316368703,364,5,1
LS-0257,0.122489013384709,0.1451966436828229,0.1362913506388156,0.1555882275400526,0.2519141350638814,0.2840856367876697,0.2757692455891299,0.2969493003447575,0.2302232863516528,0.1551034222267288,0.3730153362258117,0.1285360083367664,-0.3447629185323986,0.3400903217758474,364,5,1
LS-0258,0.1079282962437269,0.1314680336594516,0.1209191210016729,0.1440243878947635,0.2546755563440969,0.2913676838850307,0.2829153647285448,0.3064881685000254,0.2243676737466416,0.144300552542201,0.4512254848461602,0.1472583997901211,-0.4062841079439251,0.3771719658939667,364,5,1
LS-0005,0.0276120478265275,0.0711611156145506,0.0449415695612524,0.1187154473604214,0.2780465852669976,0.3249392440976796,0.3278507143580909,0.3595264565812138,0.2165480241159184,0.1042816698753673,0.7569764405421389,0.2024885535184773,-0.6431523382860121,0.5149427893012862,13,12,1
LS-0020,0.4965360585197937,0.4981369089804601,0.4736182950288552,0.4840710235901595,0.5265772400526477,0.5556836488812396,0.5323334970132633,0.5576768907563028,0.1678960463703554,0.1601082312443051,0.0583829169622525,0.5204359742754265,-0.0332100287884911,0.5375312821834787,20,20,1
LS-0068,0.0555139374588211,0.0883228979778014,0.0829826060513912,0.1175061476863818,0.2705066342303989,0.3361697937256095,0.3184320257462875,0.3662116111702398,0.2192223607521159,0.1370802544219755,0.6184315200571054,0.1864421312654611,-0.6003418050161294,0.406220889968801,17,16,1
LS-0070,0.8488092816951388,0.8555354894307294,0.8222706392254269,0.7815514979469759,0.7990258376843918,0.8325589598012874,0.7645537638769195,0.8332676078471126,0.3343802554874028,0.2059457139960459,-0.0363461611637383,0.3919868399706819,0.0561829799467382,0.5760889713044437,18,18,1
LS-0049,0.2704267071935156,0.2829826494427558,0.2693136626139817,0.2796319148936169,0.3428858206686931,0.381959493414387,0.3713012816616007,0.3910853394123605,0.1908828723404256,0.1603161803444782,0.1596305475277938,0.3206030952735307,-0.1357331815513639,0.3967050547765642,13,13,1
LS-0073,0.1356444641499873,0.162534380542184,0.1517968077020521,0.169749353939701,0.2511304433747149,0.2895444489485686,0.2910618241702559,0.3015462123131492,0.2284460501646821,0.1701061971117304,0.3152146372039339,0.1207509622014886,-0.2840220673449659,0.2633482885868674,20,20,1
LS-0016,0.3545356795378533,0.3661678118982467,0.3461383044491739,0.3439653542110062,0.4091760058781799,0.4463529644268771,0.4253750836120401,0.4544013428600386,0.2924861964122833,0.1930867639606769,0.1036887590957418,0.1849925405311417,-0.0758577318526254,0.3753509894282283,13,10,1
LS-0031,0.7487321032087999,0.7416107010695999,0.7090401429512851,0.71095207583515,0.7318223855629341,0.749784341258174,0.7300583008060021,0.75412298879708,0.54189682668424,0.3848940386272622,0.0146030399369675,0.1479349105389479,0.0078558701062864,0.3095695450896903,8,8,1
LS-0071,0.8082637244457974,0.805508182417694,0.7627662202607418,0.7816191700908032,0.8073194592400953,0.817022863085274,0.8147430020798458,0.8085943489068129,0.1597692436463247,0.2097738751077968,0.0329487046886461,0.6721039489934744,-0.0057002685180953,0.5904924006588543,8,8,1
LS-0003,0.0259681882662883,0.0470629800385044,0.0573280170230013,0.0831311379065761,0.1394844918431452,0.1637015705745263,0.1677658932009322,0.1859079542000202,0.1386613689330225,0.1077492299118452,0.488206162285583,0.0962348079847192,-0.5600400890711633,0.2159773148340538,12,12,1
LS-0015,0.5779552608894073,0.5867837837837839,0.5779571015668578,0.5679495918056892,0.6097419299224177,0.6352497540692663,0.5927644237107652,0.6482244612342172,0.5616720348866688,0.4204637594442472,0.0130135407770385,0.0274699581048217,-0.005423802075811,0.1709821415025168,11,10,1
LS-0001,0.0200189457678662,0.0377260415610745,0.0423036188545362,0.0537350836289914,0.0798632336543335,0.0907201165737455,0.0903283578307146,0.0974751241763811,0.0929489964521033,0.0691232336543335,0.3976120632132952,0.0645388635016192,-0.4210226763962177,0.2423395381012152,11,11,1
LS-0006,0.0214057866734228,0.0528059082847732,0.0597846110970357,0.0867152723587535,0.1655727691917912,0.1966439574360273,0.1898178464656701,0.2202520344565493,0.1980703217633646,0.1367498505193818,0.5241898895313017,-0.0227093073160519,-0.5623743858366007,0.1665476846126104,10,10,1
LS-0029,0.7089683495539331,0.7270572181670723,0.7116131944444446,0.7063972120843469,0.7313795823195458,0.7566284975669096,0.7250225719789134,0.7605649482968369,0.15733276054339,0.1495804186942416,0.009328718100756,0.6433967506887007,0.0014062694876712,0.6579524399370327,9,9,1
LS-0048,0.8748570849587112,0.8753573433304626,0.8334651400780183,0.8491158518668628,0.8586536602664774,0.8595079132681499,0.8574996352398804,0.8474062566492728,0.1300618673691676,0.1544365672019859,0.0142139346410004,0.7366037651347181,0.0103051741157947,0.6947736724648477,18,16,1
LS-0050,0.8204944002432475,0.8183905234885728,0.7768991942431461,0.7893867227486951,0.8052396442507473,0.8119791009983277,0.8091982567273097,0.8023903005118332,0.1195209851517761,0.1416428622105103,0.0203636843908441,0.7426113856935166,0.005647858268299,0.7020695906062859,10,9,1
LS-0051,0.818942102595296,0.8172494728304948,0.7760287662205999,0.7890643400243311,0.8055905058799677,0.8130246096918085,0.8075357613544201,0.8033765206812653,0.1191973844282238,0.1422055150040551,0.0198966698902605,0.7427634754369767,0.0059781079240638,0.7005415034119938,10,9,1
LS-0052,0.8132066822027457,0.8120978874309738,0.7710406859516693,0.784007361061857,0.8013793454582296,0.808830979279599,0.8046749683367951,0.7992173261056794,0.1181574547849435,0.1405957545974973,0.021344488392537,0.7439247985607514,0.0045910568811685,0.7025272293571925,10,9,1
LS-0009,0.7773723820133682,0.7759862821551553,0.7473698703666196,0.7501275116467492,0.7606834919991897,0.7781030281547503,0.7566313702653433,0.7797753342110597,0.5026384697184526,0.3260185993518331,0.0061626017386129,0.201706923230114,0.0126310326378919,0.3977562110787618,12,11,1
LS-0014,0.4922621409392572,0.5009629464511881,0.488436004863468,0.4903723896853943,0.5242197325092458,0.547937382846142,0.5407247378286641,0.554979279598764,0.3983872080652516,0.2882716500329296,0.0530014478903876,0.1575215272354303,-0.0384957021288231,0.3134188387824159,13,11,1
LS-0036,0.0557660470063823,0.0869330614932631,0.0767754128254483,0.1071723584236652,0.2303932377671968,0.2973155100800325,0.2788835072434402,0.3261453246884813,0.2367111792118327,0.1406534089757877,0.5521752622222972,0.0674825278042389,-0.5087387268096895,0.3152758036478614,23,21,1
LS-0037,0.059819966553489,0.0897618253686717,0.0799772006283889,0.1104645112248517,0.235877114478285,0.3040887852835353,0.2885573810368418,0.3326304971367759,0.2441936705011908,0.1465122941265899,0.5547653676140687,0.0730349096833586,-0.5132884285488662,0.3180473000821608,23,21,1
LS-0019,0.8539404994681113,0.8500098070006582,0.8185197203789062,0.8277877969707714,0.8397767286358334,0.8473765260118532,0.8359741299832832,0.8429440200597735,0.5027807912466441,0.3438655083329111,0.0105420577201918,0.2488679652830887,0.0083340105310361,0.4170767980387037,24,22,1
LS-0039,0.0817051687442991,0.1217224891050977,0.1270026147765278,0.1626726107226106,0.2950320259450694,0.3578371794871794,0.3398864548494982,0.37893923178271,0.2527846863281644,0.1975694182628965,0.4572668523788833,0.1468721799745933,-0.4754067466756316,0.2651114901214351,14,12,1
LS-0040,0.0465938512965964,0.0827273146272285,0.0661997822123176,0.0977437601296596,0.2289646778768232,0.3005280895461912,0.2680111071717989,0.3208733944489464,0.1678682485818476,0.0904155996758508,0.5809478600610168,0.2269259389448897,-0.5047416155837379,0.4833567323750731,23,21,1
LS-0041,0.1609851390366206,0.1887256951831029,0.1871827736412906,0.2155158081345288,0.3339753330294282,0.3937219875398877,0.3807041888264196,0.4129219672795422,0.2624323101858886,0.1837831788481994,0.3427153473878067,0.1838670858188103,-0.3396852909416629,0.348666576777381,23,21,1
LS-0064,0.2631740014193027,0.3014834245742093,0.3010046076642337,0.2997192721005677,0.3996815338605031,0.4764261557177621,0.4375178426601785,0.5007133008921332,0.4114844484995947,0.2963474706001623,0.1939118015972095,0.036479107789295,-0.1905627002648102,0.2014772918041222,8,7,1
LS-0007,0.1336685272496831,0.1659808212927755,0.1863179011406844,0.1976777794676806,0.249762732572877,0.2816174093789607,0.2630747275031685,0.3050706666666667,0.3129797008871987,0.2368229759188846,0.1760965416111849,-0.0875065016656598,-0.2347754417909866,0.0518715881922589,12,11,1
LS-0010,0.9403780503877938,0.9511257210929184,0.9150614741217622,0.9273621635322148,0.9262758250114066,0.9293714502965482,0.9085658843209812,0.917904993156587,0.1755529933593552,0.2205486237136919,-0.003557839286606,0.6761448555476542,0.0228850726562593,0.6093460445482808,10,10,1
LS-0028,0.4984036264181523,0.5052246758508911,0.4831782769448948,0.4736636801053485,0.567336836507293,0.6264515852917343,0.5671740478119932,0.6480270056726096,0.4368384724473259,0.3114106614667746,0.0816012508344552,0.1295907005670341,-0.0598102177691302,0.2908800186679842,14,14,1
LS-0054,0.8660453624949369,0.8824970534629404,0.8579687778452815,0.8812212991089508,0.8755957624544354,0.8678523592547588,0.8470068094370192,0.8521592750101259,0.2423476356824625,0.2695469775212636,-0.0065576500210666,0.5553009819060734,0.0205673212373434,0.517349307480734,22,22,1
LS-0062,0.5550090609471655,0.5624533160937027,0.5447247185883782,0.5341355846263056,0.5777704543149785,0.6210087820707839,0.5697566778217222,0.6280723456038942,0.4651444782476421,0.3154532653889057,0.0230126439026406,0.101076232296095,-0.0069890272467326,0.2872973021896008,7,7,1
LS-0046,0.504210961889317,0.5023965791607541,0.4721362304885466,0.4678031775795658,0.5387264342185281,0.591480600040543,0.5765475167241031,0.6015486468680312,0.4357033042773158,0.3162655888911412,0.102329836446368,0.1402405536060678,-0.0712995073240834,0.2934070888080334,17,17,1
LS-0057,0.4095679101829792,0.3897847382026458,0.3491170054234881,0.3537558619291396,0.4427161842972272,0.4865013482690454,0.5234147752040138,0.4963422626590296,0.3458802270768917,0.2313593441127274,0.2248620560636284,0.2059755119566444,-0.1702520170100756,0.38581871499519,9,9,1
LS-0059,0.657126416434187,0.6615788536647221,0.63813494293685,0.6360732640121732,0.6878985087496828,0.7221952066954095,0.6745597260968803,0.7350880953588637,0.5099901394876997,0.3870058128328685,0.0277697061257557,0.1390741592384268,-0.0097191060186251,0.2710544162946389,8,8,1
LS-0026,0.0160220615011126,0.0466421252275945,0.0300769421404005,0.0677448968237912,0.2243193809427473,0.3037601051992719,0.2823998330973092,0.3249542686627555,0.1537375885090027,0.0662119714748128,0.7972570198383674,0.2922070541925666,-0.7061721775893937,0.6142790533527012,32,32,1
LS-0034,0.5364440425531916,0.5482927811550153,0.5197813424518744,0.5344350050658565,0.5961238601823712,0.6310594072948329,0.6174531357649444,0.6387808257345494,0.265593551165147,0.2059734599797366,0.0862973985446459,0.3997057469850426,-0.0598835158931681,0.500326233751075,9,9,1
LS-0042,0.4198956620888867,0.4298437338468556,0.407232108650484,0.4047108447777834,0.4849673693812397,0.5280296153651245,0.4959316778999644,0.5405004054122533,0.2567562864237573,0.1811369229209953,0.1010196882222534,0.3178238212644183,-0.0741297452089392,0.4649255446213371,10,9,1
LS-0043,0.3699954994678424,0.4006424712381532,0.3948100704475191,0.4118041102833106,0.5275920227053875,0.5871882570574226,0.5173073944554257,0.6108126095991082,0.3842293953676955,0.2886959910800263,0.1407297903955469,0.1492814594449654,-0.1317988964237373,0.2842953796711399,10,9,1
LS-0060,0.4608373961499493,0.4605409118541034,0.4355002279635257,0.433423237082067,0.4861360688956436,0.5261541185410336,0.5189024417426547,0.5313678216818639,0.371848480243161,0.2722513627152989,0.0891128740985234,0.1659824717315804,-0.0612759630346662,0.3136756582398831,11,11,1
LS-0061,0.837679759854089,0.8580470615057245,0.830702918228797,0.8114203769378862,0.8309266997669467,0.8666373948728336,0.8179712331543214,0.8709719475124126,0.5428158881345627,0.3615954605329819,-0.0077376203984171,0.2022318196490972,0.0239352350568302,0.38698070320556,23,23,1
LS-0067,0.7016877977095368,0.7183464173507651,0.7044762541806017,0.707964492753623,0.7300645180906046,0.7565480439850001,0.7217747694334647,0.7559156126482212,0.39912525083612,0.2903094253572514,0.0121004073911236,0.2879358626302713,-0.0023671796211146,0.4263298958475455,23,23,1
