system:index,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,NBR,NDMI,NDVI,NDWI,aspect,casualty,dem_source,district,elevation,event_date,event_day_of_year,event_month,event_time_raw,event_type,has_casualty,hls_cloud_cover,hls_date,hls_days_before_event,hls_image_count,hls_valid,hls_valid_image_count,landslide_name,landslide_target,location,rainfall_24h_mm,record_id,road_affected,road_affected_flag,slide_id,slide_no,slope,source,source_code,state,state_code,year,.geo
00000000000000000116,0.1816179271566789,0.21596695709437203,0.930234587913479,0.9617807355250491,0.9579051415835055,1.0008251658983838,1.0064866572108804,0.9853030292285084,1.0152315840129678,0.9652625500227947,0.6492166815886972,0.6965514042259576,0.02905268157636446,-0.027035640153919124,51.26414676700796,0,PART2,Zunheboto,1774.23974609375,2024-07-07,189.0,7.0,4:00 PM,2.0,0,,2024-07-01,5.8223263888888885,368,1,10,Alahuto Landslide,1,Alahuto Colony of Zunheboto Town,10.850000381469727,LS-0279,,0,Newspapers & Media/2024/Nagaland/128,12,34.36886831480219,Newspapers & Media,0,Nagaland,5,2024,"{""type"":""Point"",""coordinates"":[94.53107842881228,26.01589826285827]}"
00000000000000000119,0.171177088825796,0.20337376799837767,0.8688858142364632,0.8953276921516939,0.891301678158589,0.9330931707564384,0.9413613465828433,0.9233111792739809,0.9473572449807341,0.9084801358750757,0.6465317930310678,0.6939272809565685,0.030487377558912915,-0.028235708416208708,233.5408128644124,0,PART2,Kohima,1562.3131103515625,2024-07-12,194.0,7.0,,3.0,0,,2024-07-01,10.82232638888889,364,1,9,Seca Khel Landslide,1,Kigwema- Mima- Chakhabama Road,18.59000015258789,LS-0282,,0,Newspapers & Media/2024/Nagaland/124,11,23.260665547398883,Newspapers & Media,0,Nagaland,5,2024,"{""type"":""Point"",""coordinates"":[94.12724886010906,25.60709679648046]}"
00000000000000000122,0.3339171209971625,0.2179582488852858,0.39178942034860154,0.40424967065261475,0.3904445835022295,0.39866595054722354,0.4767408340089179,0.5105386451155249,0.4863800314146741,0.5225622010539116,0.38021783592159347,0.18526074087350894,0.11123492810942474,-0.09456353365629121,318.8920021139936,0,PART2,Wokha,1378.6387939453125,2024-07-22,204.0,7.0,2:00 AM,3.0,0,,2024-07-21,0.8223263888888889,379,1,9,Tchuyiro colony Landslide,1,Tchuyiro colony area in Wokha Town,15.09000015258789,LS-0291,,0,Newspapers & Media/2024/Nagaland/135,14,5.880385599963525,Newspapers & Media,0,Nagaland,5,2024,"{""type"":""Point"",""coordinates"":[94.25861397714358,26.09927899345665]}"
00000000000000000123,0.3957892187658324,0.28676562974972125,0.3609616577160807,0.38078024115918513,0.3690737055426081,0.38396919647380684,0.5049195713851454,0.5560518542912147,0.5318112068092005,0.5738770392136989,0.2996560876250923,0.14681471442791702,0.1812787426101155,-0.1660921927472676,69.00851508339849,0,PART2,Wokha,1029.373779296875,2024-07-22,204.0,7.0,1:30 AM,2.0,0,,2024-07-21,0.8223263888888889,377,1,7,Lakhuti Landslide,1,Near football ground at Lakhuti Village,34.58000183105469,LS-0292,,0,Newspapers & Media/2024/Nagaland/136,15,22.42385263119693,Newspapers & Media,0,Nagaland,5,2024,"{""type"":""Point"",""coordinates"":[94.24665020901718,26.295599835536716]}"
00000000000000000125,0.2807809996958328,0.20917972726351017,0.5794217885024839,0.5943241204501674,0.5910675757882998,0.6096384974145796,0.6333867585927203,0.6461956199939167,0.545526852884518,0.650268250025347,0.4596017821558628,0.33658952784367907,-0.042056701114633256,0.045371649649555194,32.08463875657964,0,PART2,Kohima,1353.9293212890625,2024-07-26,208.0,7.0,,2.0,0,,2024-07-21,4.8223263888888885,385,1,9,Pezielietsie Colony Landslide,1,"Pezielietsie Colony in Ward-3 North Block, Kohima",1.2899999618530273,LS-0294,,0,Newspapers & Media/2024/Nagaland/138,16,21.61455936695172,Newspapers & Media,0,Nagaland,5,2024,"{""type"":""Point"",""coordinates"":[94.10302702318674,25.680685341165475]}"
0000000000000000012f,0.2418397617237009,0.1677906007604562,0.09709810392902408,0.1198840152091255,0.10805014955640055,0.1552682636248416,0.321079391634981,0.3794611406844108,0.3908098048162231,0.4002732522179974,0.3995076766643315,0.23580193055809456,0.5733097733795538,-0.5381834193147427,332.1171477784711,0,PART2,Kohima,813.8027954101562,2024-08-04,217.0,8.0,,2.0,0,,2024-07-31,3.822326388888889,371,1,10,Dzüü Landslide,1,Just before Dzüü bridge,0.4000000059604645,LS-0304,,0,Newspapers & Media/2024/Nagaland/149,17,11.42951571607087,Newspapers & Media,0,Nagaland,5,2024,"{""type"":""Point"",""coordinates"":[94.18373229315306,25.67131676985218]}"
00000000000000000138,0.4755032372460612,0.32042601448908253,0.5495516642180456,0.5663319418410251,0.5529775165915192,0.5680221997061654,0.6391793150615532,0.6674844926288058,0.6559546836212575,0.6787146309336846,0.3436494284376918,0.15948449620790042,0.08533783746672875,-0.07348667638527613,232.4647807167223,0,PART2,Kiphire,1666.0404052734375,2024-08-12,225.0,8.0,,3.0,0,,2024-08-10,1.822326388888889,376,1,16,Lophukhong Landslide,1,Near Lophukhong Village,57.459999084472656,LS-0313,,0,Newspapers & Media/2024/Nagaland/156,18,28.18702529861032,Newspapers & Media,0,Nagaland,5,2024,"{""type"":""Point"",""coordinates"":[94.9301278411862,25.699199528739378]}"
00000000000000000143,0.396183936536902,0.33802798053527994,0.6635813665855637,0.6857529805352798,0.6796884276155719,0.6963750304136256,0.73853799675588,0.7508192112733172,0.7473223844282237,0.7558745640713707,0.3771236919626844,0.307102383853503,0.04740525097991594,-0.04297075148181922,149.0591786476432,0,PART2,Kohima,1418.15869140625,2024-08-23,236.0,8.0,Morning,3.0,0,,2024-08-20,2.822326388888889,372,1,17,Khonoma Landslide,1,Between Jotsoma and Khonoma,45.290000915527344,LS-0324,,0,Newspapers & Media/2024/Nagaland/168,20,48.80033705943882,Newspapers & Media,0,Nagaland,5,2024,"{""type"":""Point"",""coordinates"":[94.0421602938072,25.670326849418313]}"
00000000000000000144,0.21548009728415077,0.1390955512768545,0.028257134171057956,0.06328266112687475,0.060172005472233475,0.09436472942845561,0.21355365322253742,0.26382799452776645,0.25869986826104574,0.28634784657478707,0.29715048477763895,0.08660366304072639,0.6211340636582168,-0.6050116770207838,234.66572600700124,0,PART2,Wokha,1317.4075927734375,2024-08-26,239.0,8.0,3:00 PM,2.0,0,,2024-08-25,0.8223495370370371,361,1,9,Etsuchuka Colony Landslide,1,"Etsuchuka Colony, Wokha",3.5999999046325684,LS-0325,,0,Newspapers & Media/2024/Nagaland/169,21,3.934212065666182,Newspapers & Media,0,Nagaland,5,2024,"{""type"":""Point"",""coordinates"":[94.25499318708817,26.098734983128132]}"
00000000000000000145,0.1695079140700207,0.08065588488625422,0.02468619344378578,0.0538987688098495,0.04354734255459287,0.07870034453057707,0.2189279981760145,0.27995324517403847,0.2694300704261033,0.30128735370117055,0.5217462232777067,0.21435316904476528,0.6995133709067681,-0.6457488745974509,17.7026112167743,0,PART2,Mokokchung,604.2978515625,2024-08-26,239.0,8.0,,3.0,0,,2024-08-25,0.8223495370370371,358,1,6,Mokokchung Landslide,1,Between MokokchungTu engsang Road,20.229999542236328,LS-0326,,0,Newspapers & Media/2024/Nagaland/173,23,29.02605781095709,Newspapers & Media,0,Nagaland,5,2024,"{""type"":""Point"",""coordinates"":[94.58632669086447,26.302047695659997]}"
