system:index,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,NBR,NDMI,NDVI,NDWI,distance_to_landslide_m,exclusion_distance_m,hls_date,hls_days_before_reference,hls_image_count,hls_valid,hls_valid_image_count,landslide_target,longitude_latitude,random,record_id,reference_date,sample_type,sampling_seed,.geo
000000000000000000c2,0.532997998276998,0.38646936603658855,0.7824699994932348,0.7877444129123805,0.7576539603709523,0.746218410783966,0.7822843966958901,0.8067519738509098,0.7812203314245175,0.804283342624031,0.3380615297422178,0.1888745024610147,0.015314032588113029,0.004158207831891279,15049.878556410007,1000,2024-07-26,11.822349537037036,368,1,11,0,"{""type"":""Point"",""coordinates"":[94.07550545148487,24.999178631662062]}",0.0601917109766286,BG-0195,2024-08-07,background,2026,"{""type"":""Point"",""coordinates"":[94.07550353674574,24.99918013325707]}"
000000000000000000cc,0.44673957035010403,0.2752433652530779,0.8136124081674013,0.8262654912094036,0.8076962304301564,0.807379692962456,0.8333409687389163,0.8439570907432739,0.8045033591731264,0.8426795916299332,0.4901705019770319,0.28592672164736516,-0.001980444156927006,0.013344706719883963,8145.43826937959,1000,2024-07-24,13.814456018518518,363,1,6,0,"{""type"":""Point"",""coordinates"":[91.95474361316285,25.751148056012024]}",0.0651837230741079,BG-0205,2024-08-07,background,2026,"{""type"":""Point"",""coordinates"":[91.95474551878202,25.751147876184667]}"
0000000000000000001a,0.39873008010545513,0.31144656763333994,0.3565550598255931,0.3766510292030013,0.36644384506185357,0.3730849117825999,0.4509686980328533,0.48201134658284317,0.4698619955384303,0.4912256033258972,0.20275654891326564,0.08189335066204145,0.1236606818414005,-0.11011167413980472,18393.242505383176,1000,2024-07-24,18.81445601851852,365,1,4,0,"{""type"":""Point"",""coordinates"":[91.6360026107615,25.141111818193252]}",0.0094224875722936,BG-0027,2024-08-12,background,2026,"{""type"":""Point"",""coordinates"":[91.63600169604956,25.141113328238976]}"
000000000000000000ab,0.11485247745465599,0.0599656956125241,0.006493347856925729,0.026546124227378676,0.021912868578376748,0.04872952173472489,0.1460490171243287,0.17811337521532072,0.1753096919647381,0.19402892390313103,0.4902510098483469,0.20835663943047855,0.7777853758917569,-0.7369793476536407,12389.273452395217,1000,2024-07-31,11.82232638888889,364,1,4,0,"{""type"":""Point"",""coordinates"":[94.52429167700893,27.865907944316106]}",0.0517848213165665,BG-0172,2024-08-12,background,2026,"{""type"":""Point"",""coordinates"":[94.52429303770974,27.86590738516058]}"
00000000000000000113,0.22023571935157032,0.1739869300911853,0.6849154204660588,0.6751580547112458,0.6471484042553189,0.6239499544072945,0.6462186220871323,0.6761589614994931,0.6301644174265452,0.6700571631205672,0.5672781482534316,0.4820421356328315,-0.013296654148050133,0.03446936542126049,7552.90825678292,1000,2024-08-08,3.8144791666666666,367,1,7,0,"{""type"":""Point"",""coordinates"":[91.37472158453483,25.325116623163698]}",0.0914153304286881,BG-0276,2024-08-12,background,2026,"{""type"":""Point"",""coordinates"":[91.37472227566522,25.325116443129165]}"
00000000000000000118,0.2900781726917812,0.20529554834457234,0.22772003751964714,0.24987266135983358,0.23996674441007954,0.26181231557065343,0.3764089641535263,0.4209710084672719,0.4059140495867768,0.43347931349186214,0.3282319222754383,0.16643271747458468,0.2569317848109058,-0.2379453343934062,17933.735855415896,1000,2024-08-10,1.822326388888889,365,1,5,0,"{""type"":""Point"",""coordinates"":[94.09418908489882,24.678783302769876]}",0.094113030644543,BG-0281,2024-08-12,background,2026,"{""type"":""Point"",""coordinates"":[94.09418905663726,24.678784413922344]}"
00000000000000000119,0.3040799807507216,0.18562485183121424,0.35120986778785246,0.36717024973405593,0.3638564307785826,0.3639181297806593,0.4323341522719214,0.46377816726609566,0.4254914644648193,0.4790839116559441,0.3925056592948341,0.16641479667317363,0.07808348392090286,-0.07357642445202144,14457.61909015959,1000,2024-08-10,1.822326388888889,375,1,15,0,"{""type"":""Point"",""coordinates"":[94.02198286154037,28.308259687020044]}",0.0941775973641844,BG-0282,2024-08-12,background,2026,"{""type"":""Point"",""coordinates"":[94.02198193202786,28.30826088118197]}"
00000000000000000143,0.2656482762112083,0.2334490001518756,0.39283422264972406,0.4216302738824484,0.4230445046322077,0.449935356654685,0.4716257226750367,0.47690789753455165,0.4470940819116084,0.4812019035083278,0.3139332209680783,0.2545741860751513,0.027638789557563926,-0.029311723401475046,21510.28055816424,1000,2024-08-11,0.8075347222222222,371,1,11,0,"{""type"":""Point"",""coordinates"":[88.85805845918262,27.729954412297598]}",0.1056060109315578,BG-0324,2024-08-12,background,2026,"{""type"":""Point"",""coordinates"":[88.8580580426111,27.729954162884138]}"
0000000000000000003f,0.5112563286004058,0.4195341835699798,0.5586517799188645,0.5667035344827588,0.5472555780933066,0.5461348985801214,0.6219408113590266,0.662091445233266,0.6286244979716025,0.6756899949290067,0.19948345425532568,0.10296529833224832,0.06919831497664075,-0.05180248585127018,15328.327506006268,1000,2024-08-13,0.8145717592592593,379,1,15,0,"{""type"":""Point"",""coordinates"":[91.58370181450562,23.43999152090997]}",0.0206456623416805,BG-0064,2024-08-14,background,2026,"{""type"":""Point"",""coordinates"":[91.58370228843256,23.439993045887473]}"
0000000000000000000b,0.18297279549718584,0.07834994675726381,0.034103625576796325,0.06020329090816895,0.03401348308909286,0.07736817605598098,0.2744247249125299,0.37946971755996156,0.3692878910805741,0.4076414786268447,0.6499404646590801,0.3373680222250521,0.8313247349621797,-0.7196529594419152,17735.585721031024,1000,2024-08-15,2.822349537037037,368,1,8,0,"{""type"":""Point"",""coordinates"":[92.82474544239753,23.898730459985327]}",0.0030757151691677,BG-0012,2024-08-18,background,2026,"{""type"":""Point"",""coordinates"":[92.82474505885736,23.89872979175495]}"
