.geo,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,NBR,NDMI,NDVI,NDWI,hls_date,hls_image_count,hls_valid,hls_valid_image_count,landslide_target,record_id,system:index
"{""type"":""Point"",""coordinates"":[90.34141409741981,25.557145946479757]}",0.2064121181468743,0.1001814383977341,0.0201959083552498,0.0523042383168116,0.0359677473194416,0.0873225116326117,0.2583805988266236,0.3154477796884483,0.3118193607121181,0.3460702559174589,0.5119796503362583,0.2018144891988336,0.7899906767790094,-0.7105339385667002,2024-05-25,370,1,14,1,LS-0190,000000000000000000bd
"{""type"":""Point"",""coordinates"":[90.34120006056925,25.556209535258528]}",0.2032903100187124,0.1000341273453699,0.0200054215344156,0.0511906033479997,0.0367747129924644,0.0855869620189147,0.2500764577959845,0.3065844130885551,0.3031836595357305,0.3367671622920145,0.5012153507832878,0.1947866685853231,0.7798784983300754,-0.7082167121328303,2024-05-25,370,1,14,1,LS-0191,000000000000000000be
"{""type"":""Point"",""coordinates"":[90.34061591833125,25.555085841793062]}",0.2083506976038822,0.1037062834900414,0.0208785158224648,0.0530046304721463,0.0384281771307249,0.0885871549893842,0.2540360630876553,0.3095628601759174,0.3061011323425336,0.3400854564755837,0.4896543579326774,0.1865271528594922,0.7723210574550078,-0.7016014896532166,2024-05-25,370,1,14,1,LS-0192,000000000000000000bf
"{""type"":""Point"",""coordinates"":[90.23600986671846,25.556378981098565]}",0.1647179764803398,0.0840768481583173,0.0224245816712428,0.0516396829508366,0.0393122830648085,0.075586204216961,0.211687737657359,0.2727338392995907,0.265365326633166,0.2953775630730975,0.5152882664189058,0.2311500299517188,0.7385236936681943,-0.6705789369986203,2024-06-02,378,1,22,1,LS-0193,000000000000000000c0
"{""type"":""Point"",""coordinates"":[90.2045598269885,25.308287975787994]}",0.2380600323542793,0.1266372377533997,0.0270321823972498,0.0613284060462059,0.0506429250290683,0.0939460795713058,0.2416901370001516,0.2905523381022191,0.2843951013598909,0.3235668671957939,0.3849921153345577,0.0884794550260637,0.6995204432508436,-0.6444778513839184,2024-05-25,370,1,14,1,LS-0195,000000000000000000c2
"{""type"":""Point"",""coordinates"":[90.20464454990852,25.308131907251123]}",0.2367963320853991,0.1254513811595669,0.0269663614287159,0.0609617221491449,0.0500757411717089,0.0932196903774156,0.2409692401092783,0.289828048163513,0.2838824951937669,0.3229037792168368,0.3880898314517699,0.090166665145215,0.7016630618100465,-0.6456045126824895,2024-05-25,370,1,14,1,LS-0196,000000000000000000c3
"{""type"":""Point"",""coordinates"":[90.22067055909461,25.49654676316342]}",0.1728182703865375,0.0838601695451382,0.0198161573986208,0.0530449421142531,0.0391453849560321,0.078375681660024,0.2269793509204782,0.2907133928006579,0.2800696400328967,0.3148276712848737,0.5329930934387733,0.2316751025896604,0.7479797273793592,-0.6750560548918898,2024-06-02,378,1,22,1,LS-0197,000000000000000000c4
"{""type"":""Point"",""coordinates"":[90.22174074334744,25.496702831700297]}",0.175139436020972,0.0847544849086013,0.0194752160974918,0.0530983704123565,0.0383669973076378,0.0792960606490009,0.2312251098200368,0.2966107127674648,0.2871212129800198,0.3223966274620943,0.5399547443312236,0.2388425539004785,0.7595258519921501,-0.6833563443062335,2024-06-02,378,1,22,1,LS-0198,000000000000000000c5
"{""type"":""Point"",""coordinates"":[90.22228921277701,25.496123148563345]}",0.2007558601851383,0.1022518589711164,0.0257811826597197,0.0578365622945014,0.0452894683595528,0.0879229551317719,0.2484339572057262,0.3038478881076433,0.2936052455865244,0.3324463452880772,0.4830513494904365,0.1863117477241823,0.7321440627852748,-0.6674670021671083,2024-05-25,376,1,20,1,LS-0199,000000000000000000c6
"{""type"":""Point"",""coordinates"":[90.22314090107821,25.476507563029234]}",0.2136582427032222,0.1031170114826242,0.0248336132328392,0.0554816075674035,0.0407803581364763,0.0875158531033435,0.2524720977287673,0.3105330112802872,0.3034090444635541,0.3442976023066417,0.4919764420899971,0.1727341615795765,0.7611589553701683,-0.6885705623836696,2024-05-25,370,1,14,1,LS-0200,000000000000000000c7
"{""type"":""Point"",""coordinates"":[90.22083108673253,25.470969359520858]}",0.2210039235514205,0.1052713570634037,0.0246889624835676,0.0574809940337749,0.0415171857619577,0.0915619779553038,0.2575860046516331,0.3124707756092627,0.3043672110425724,0.3467074527252503,0.4835817787162644,0.156577020893254,0.7569258894852311,-0.6794562746843164,2024-05-25,370,1,14,1,LS-0201,000000000000000000c8
